School Year,Division Number,Division Name,Subject,Race,Test Level,Test Source,Test,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2009-2010,43,Henrico County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,98,38,15,136,151,64.9,25.17,9.93,90.07,514
2009-2010,43,Henrico County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,34,75,60,109,169,20.12,44.38,35.5,64.5,430
2009-2010,43,Henrico County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,4,48,58,52,110,3.64,43.64,52.73,47.27,393
2009-2010,43,Henrico County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,76,66,30,142,172,44.19,38.37,17.44,82.56,478
2009-2010,44,Henry County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,26,16,6,42,48,54.17,33.33,12.5,87.5,486
2009-2010,44,Henry County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,14,14,7,28,35,40,40,20,80,475
2009-2010,44,Henry County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,27,27,2,54,56,48.21,48.21,3.57,96.43,504
2009-2010,44,Henry County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,11,17,14,28,42,26.19,40.48,33.33,66.67,443
2009-2010,44,Henry County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,44,Henry County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,15,15,6,30,36,41.67,41.67,16.67,83.33,475
2009-2010,45,Highland County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,114,Hopewell City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,5,13,0,18,18,27.78,72.22,0,100,465
2009-2010,114,Hopewell City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,2,8,1,10,11,18.18,72.73,9.09,90.91,465
2009-2010,114,Hopewell City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,7,4,0,11,11,63.64,36.36,0,100,533
2009-2010,114,Hopewell City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,4,5,5,9,14,28.57,35.71,35.71,64.29,436
2009-2010,114,Hopewell City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,3,5,4,8,12,25,41.67,33.33,66.67,442
2009-2010,114,Hopewell City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,4,11,2,15,17,23.53,64.71,11.76,88.24,460
2009-2010,46,Isle of Wight County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,509
2009-2010,46,Isle of Wight County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,486
2009-2010,46,Isle of Wight County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,46,Isle of Wight County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,506
2009-2010,46,Isle of Wight County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,415
2009-2010,46,Isle of Wight County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,48,King George County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,489
2009-2010,48,King George County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,48,King George County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,5,5,0,10,10,50,50,0,100,514
2009-2010,48,King George County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,48,King George County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,3,6,2,9,11,27.27,54.55,18.18,81.82,464
2009-2010,48,King George County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,7,3,0,10,10,70,30,0,100,534
2009-2010,50,King William County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,50,King William County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,50,King William County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,49,King and Queen County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,49,King and Queen County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,49,King and Queen County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,49,King and Queen County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,51,Lancaster County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,51,Lancaster County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,52,Lee County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,52,Lee County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,52,Lee County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,52,Lee County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,52,Lee County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,137,Lexington City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,137,Lexington City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,137,Lexington City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,137,Lexington City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,137,Lexington City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,137,Lexington City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,53,Loudoun County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,212,282,88,494,582,36.43,48.45,15.12,84.88,470
2009-2010,53,Loudoun County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,212,258,123,470,593,35.75,43.51,20.74,79.26,471
2009-2010,53,Loudoun County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,213,249,88,462,550,38.73,45.27,16,84,481
2009-2010,53,Loudoun County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,107,164,167,271,438,24.43,37.44,38.13,61.87,433
2009-2010,53,Loudoun County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,22,141,168,163,331,6.65,42.6,50.76,49.24,394
2009-2010,53,Loudoun County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,249,217,91,466,557,44.7,38.96,16.34,83.66,482
2009-2010,54,Louisa County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,488
2009-2010,54,Louisa County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,474
2009-2010,54,Louisa County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,54,Louisa County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,0,6,5,6,11,0,54.55,45.45,54.55,406
2009-2010,54,Louisa County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,54,Louisa County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,544
2009-2010,55,Lunenburg County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,491
2009-2010,55,Lunenburg County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,55,Lunenburg County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,442
2009-2010,55,Lunenburg County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,55,Lunenburg County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,55,Lunenburg County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,455
2009-2010,115,Lynchburg City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,4,7,0,11,11,36.36,63.64,0,100,508
2009-2010,115,Lynchburg City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,7,6,2,13,15,46.67,40,13.33,86.67,482
2009-2010,115,Lynchburg City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,6,5,2,11,13,46.15,38.46,15.38,84.62,498
2009-2010,115,Lynchburg City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,2,9,3,11,14,14.29,64.29,21.43,78.57,435
2009-2010,115,Lynchburg City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,0,7,5,7,12,0,58.33,41.67,58.33,392
2009-2010,115,Lynchburg City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,2,5,3,7,10,20,50,30,70,455
2009-2010,56,Madison County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,56,Madison County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,56,Madison County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,56,Madison County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,56,Madison County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,56,Madison County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,143,Manassas City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,72,133,44,205,249,28.92,53.41,17.67,82.33,462
2009-2010,143,Manassas City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,65,117,55,182,237,27.43,49.37,23.21,76.79,453
2009-2010,143,Manassas City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,88,76,50,164,214,41.12,35.51,23.36,76.64,473
2009-2010,143,Manassas City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,73,81,42,154,196,37.24,41.33,21.43,78.57,468
2009-2010,143,Manassas City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,53,110,76,163,239,22.18,46.03,31.8,68.2,429
2009-2010,144,Manassas Park City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,30,61,10,91,101,29.7,60.4,9.9,90.1,475
2009-2010,144,Manassas Park City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,16,38,24,54,78,20.51,48.72,30.77,69.23,439
2009-2010,144,Manassas Park City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,40,39,19,79,98,40.82,39.8,19.39,80.61,477
2009-2010,144,Manassas Park City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,19,37,20,56,76,25,48.68,26.32,73.68,450
2009-2010,144,Manassas Park City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,6,41,11,47,58,10.34,70.69,18.97,81.03,433
2009-2010,144,Manassas Park City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,27,12,3,39,42,64.29,28.57,7.14,92.86,524
2009-2010,116,Martinsville City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,8,3,0,11,11,72.73,27.27,0,100,529
2009-2010,116,Martinsville City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,13,1,4,14,18,72.22,5.56,22.22,77.78,483
2009-2010,116,Martinsville City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,8,4,1,12,13,61.54,30.77,7.69,92.31,531
2009-2010,116,Martinsville City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,489
2009-2010,116,Martinsville City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,57,Mathews County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,57,Mathews County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,57,Mathews County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,57,Mathews County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,57,Mathews County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,58,Mecklenburg County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,495
2009-2010,58,Mecklenburg County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,7,4,1,11,12,58.33,33.33,8.33,91.67,504
2009-2010,58,Mecklenburg County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,504
2009-2010,58,Mecklenburg County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,432
2009-2010,58,Mecklenburg County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,412
2009-2010,58,Mecklenburg County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,549
2009-2010,59,Middlesex County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,59,Middlesex County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,59,Middlesex County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,59,Middlesex County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,59,Middlesex County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,532
2009-2010,60,Montgomery County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,530
2009-2010,60,Montgomery County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,10,3,2,13,15,66.67,20,13.33,86.67,510
2009-2010,60,Montgomery County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,8,2,3,10,13,61.54,15.38,23.08,76.92,507
2009-2010,60,Montgomery County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,7,10,4,17,21,33.33,47.62,19.05,80.95,467
2009-2010,60,Montgomery County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,3,4,4,7,11,27.27,36.36,36.36,63.64,437
2009-2010,60,Montgomery County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,4,5,2,9,11,36.36,45.45,18.18,81.82,472
2009-2010,62,Nelson County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,495
2009-2010,62,Nelson County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,62,Nelson County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,62,Nelson County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,473
2009-2010,62,Nelson County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,480
2009-2010,62,Nelson County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,63,New Kent County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,477
2009-2010,63,New Kent County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,498
2009-2010,63,New Kent County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,63,New Kent County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,63,New Kent County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,455
2009-2010,117,Newport News City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,72,75,9,147,156,46.15,48.08,5.77,94.23,488
2009-2010,117,Newport News City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,50,77,30,127,157,31.85,49.04,19.11,80.89,465
2009-2010,117,Newport News City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,76,50,16,126,142,53.52,35.21,11.27,88.73,497
2009-2010,117,Newport News City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,26,51,60,77,137,18.98,37.23,43.8,56.2,414
2009-2010,117,Newport News City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,16,53,44,69,113,14.16,46.9,38.94,61.06,423
2009-2010,117,Newport News City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,35,31,13,66,79,44.3,39.24,16.46,83.54,478
2009-2010,118,Norfolk City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,51,51,13,102,115,44.35,44.35,11.3,88.7,483
2009-2010,118,Norfolk City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,49,49,13,98,111,44.14,44.14,11.71,88.29,490
2009-2010,118,Norfolk City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,56,43,10,99,109,51.38,39.45,9.17,90.83,501
2009-2010,118,Norfolk City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,17,30,23,47,70,24.29,42.86,32.86,67.14,432
2009-2010,118,Norfolk City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,21,30,23,51,74,28.38,40.54,31.08,68.92,435
2009-2010,65,Northampton County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,7,10,4,17,21,33.33,47.62,19.05,80.95,467
2009-2010,65,Northampton County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,4,12,7,16,23,17.39,52.17,30.43,69.57,439
2009-2010,65,Northampton County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,8,6,4,14,18,44.44,33.33,22.22,77.78,482
2009-2010,65,Northampton County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,3,6,3,9,12,25,50,25,75,461
2009-2010,65,Northampton County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,4,5,3,9,12,33.33,41.67,25,75,457
2009-2010,65,Northampton County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,3,7,3,10,13,23.08,53.85,23.08,76.92,439
2009-2010,66,Northumberland County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,548
2009-2010,66,Northumberland County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,66,Northumberland County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,66,Northumberland County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,66,Northumberland County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,464
2009-2010,66,Northumberland County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,463
2009-2010,119,Norton City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,119,Norton City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,67,Nottoway County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,6,7,1,13,14,42.86,50,7.14,92.86,479
2009-2010,67,Nottoway County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,414
2009-2010,67,Nottoway County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,480
2009-2010,67,Nottoway County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,421
2009-2010,68,Orange County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,10,4,0,14,14,71.43,28.57,0,100,513
2009-2010,68,Orange County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,2,7,2,9,11,18.18,63.64,18.18,81.82,444
2009-2010,68,Orange County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,6,4,0,10,10,60,40,0,100,517
2009-2010,68,Orange County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,1,5,6,6,12,8.33,41.67,50,50,420
2009-2010,68,Orange County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,403
2009-2010,68,Orange County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,5,2,3,7,10,50,20,30,70,470
2009-2010,69,Page County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,451
2009-2010,69,Page County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,69,Page County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,541
2009-2010,69,Page County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,69,Page County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,69,Page County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,70,Patrick County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,516
2009-2010,70,Patrick County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,475
2009-2010,70,Patrick County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,7,6,1,13,14,50,42.86,7.14,92.86,505
2009-2010,70,Patrick County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,523
2009-2010,70,Patrick County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,483
2009-2010,70,Patrick County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,120,Petersburg City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,3,6,2,9,11,27.27,54.55,18.18,81.82,455
2009-2010,120,Petersburg City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,4,10,0,14,14,28.57,71.43,0,100,487
2009-2010,120,Petersburg City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,5,4,1,9,10,50,40,10,90,501
2009-2010,120,Petersburg City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,419
2009-2010,120,Petersburg City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,0,11,4,11,15,0,73.33,26.67,73.33,413
2009-2010,120,Petersburg City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,71,Pittsylvania County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,12,11,2,23,25,48,44,8,92,500
2009-2010,71,Pittsylvania County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,9,7,3,16,19,47.37,36.84,15.79,84.21,500
2009-2010,71,Pittsylvania County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,10,8,2,18,20,50,40,10,90,494
2009-2010,71,Pittsylvania County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,6,8,2,14,16,37.5,50,12.5,87.5,481
2009-2010,71,Pittsylvania County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,10,<,<,>50,<50,384
2009-2010,71,Pittsylvania County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,8,11,2,19,21,38.1,52.38,9.52,90.48,500
2009-2010,142,Poquoson City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,142,Poquoson City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,142,Poquoson City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,142,Poquoson City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,142,Poquoson City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2009-2010,121,Portsmouth City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,17,8,1,25,26,65.38,30.77,3.85,96.15,512
2009-2010,121,Portsmouth City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,14,9,1,23,24,58.33,37.5,4.17,95.83,510
2009-2010,121,Portsmouth City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,20,6,1,26,27,74.07,22.22,3.7,96.3,530
2009-2010,121,Portsmouth City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,9,15,3,24,27,33.33,55.56,11.11,88.89,476
2009-2010,121,Portsmouth City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,11,<,<,>50,<50,376
2009-2010,121,Portsmouth City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,5,5,3,10,13,38.46,38.46,23.08,76.92,452
2009-2010,72,Powhatan County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,72,Powhatan County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,460
2009-2010,72,Powhatan County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,468
2009-2010,72,Powhatan County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,422
2009-2010,72,Powhatan County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,459
2009-2010,72,Powhatan County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,490
2009-2010,73,Prince Edward County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,73,Prince Edward County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,73,Prince Edward County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2009-2010,73,Prince Edward County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
