"School Year","Division Number","Division Name","Subject","English Learner","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2017-2018","101","Alexandria City","English:Reading","Y","Grade 8","SOL","English Reading","0","23","138","23","161",".00","14.29","85.71","14.29","332"
"2017-2018","3","Alleghany County","English:Reading","N","Grade 3","SOL","English Reading","9","92","52","101","153","5.88","60.13","33.99","66.01","411"
"2017-2018","3","Alleghany County","English:Reading","N","Grade 4","SOL","English Reading","8","87","36","95","131","6.11","66.41","27.48","72.52","413"
"2017-2018","3","Alleghany County","English:Reading","N","Grade 5","SOL","English Reading","25","81","37","106","143","17.48","56.64","25.87","74.13","425"
"2017-2018","3","Alleghany County","English:Reading","N","Grade 6","SOL","English Reading","20","100","40","120","160","12.50","62.50","25.00","75.00","428"
"2017-2018","3","Alleghany County","English:Reading","N","Grade 7","SOL","English Reading","19","119","37","138","175","10.86","68.00","21.14","78.86","432"
"2017-2018","3","Alleghany County","English:Reading","N","Grade 8","SOL","English Reading","10","100","46","110","156","6.41","64.10","29.49","70.51","418"
"2017-2018","3","Alleghany County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","3","Alleghany County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","3","Alleghany County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","4","Amelia County","English:Reading","N","Grade 3","SOL","English Reading","17","74","34","91","125","13.60","59.20","27.20","72.80","425"
"2017-2018","4","Amelia County","English:Reading","N","Grade 4","SOL","English Reading","15","81","38","96","134","11.19","60.45","28.36","71.64","426"
"2017-2018","4","Amelia County","English:Reading","N","Grade 5","SOL","English Reading","23","71","37","94","131","17.56","54.20","28.24","71.76","428"
"2017-2018","4","Amelia County","English:Reading","N","Grade 6","SOL","English Reading","19","82","32","101","133","14.29","61.65","24.06","75.94","437"
"2017-2018","4","Amelia County","English:Reading","N","Grade 7","SOL","English Reading","15","82","29","97","126","11.90","65.08","23.02","76.98","429"
"2017-2018","4","Amelia County","English:Reading","N","Grade 8","SOL","English Reading","11","83","33","94","127","8.66","65.35","25.98","74.02","431"
"2017-2018","4","Amelia County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","4","Amelia County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","406"
"2017-2018","4","Amelia County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","4","Amelia County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","4","Amelia County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","5","Amherst County","English:Reading","N","Grade 3","SOL","English Reading","32","169","80","201","281","11.39","60.14","28.47","71.53","425"
"2017-2018","5","Amherst County","English:Reading","N","Grade 4","SOL","English Reading","37","197","91","234","325","11.38","60.62","28.00","72.00","422"
"2017-2018","5","Amherst County","English:Reading","N","Grade 5","SOL","English Reading","54","197","68","251","319","16.93","61.76","21.32","78.68","430"
"2017-2018","5","Amherst County","English:Reading","N","Grade 6","SOL","English Reading","39","201","73","240","313","12.46","64.22","23.32","76.68","431"
"2017-2018","5","Amherst County","English:Reading","N","Grade 7","SOL","English Reading","40","206","52","246","298","13.42","69.13","17.45","82.55","434"
"2017-2018","5","Amherst County","English:Reading","N","Grade 8","SOL","English Reading","32","182","52","214","266","12.03","68.42","19.55","80.45","434"
"2017-2018","5","Amherst County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","5","Amherst County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","5","Amherst County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","5","Amherst County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","6","Appomattox County","English:Reading","N","Grade 3","SOL","English Reading","19","96","51","115","166","11.45","57.83","30.72","69.28","421"
"2017-2018","6","Appomattox County","English:Reading","N","Grade 4","SOL","English Reading","31","104","41","135","176","17.61","59.09","23.30","76.70","435"
"2017-2018","6","Appomattox County","English:Reading","N","Grade 5","SOL","English Reading","25","117","32","142","174","14.37","67.24","18.39","81.61","440"
"2017-2018","6","Appomattox County","English:Reading","N","Grade 6","SOL","English Reading","19","110","23","129","152","12.50","72.37","15.13","84.87","438"
"2017-2018","6","Appomattox County","English:Reading","N","Grade 7","SOL","English Reading","29","100","16","129","145","20.00","68.97","11.03","88.97","457"
"2017-2018","6","Appomattox County","English:Reading","N","Grade 8","SOL","English Reading","16","123","28","139","167","9.58","73.65","16.77","83.23","438"
"2017-2018","6","Appomattox County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","7","Arlington County","English:Reading","N","Grade 3","SOL","English Reading","523","924","171","1,447","1,618","32.32","57.11","10.57","89.43","470"
"2017-2018","7","Arlington County","English:Reading","N","Grade 4","SOL","English Reading","612","950","124","1,562","1,686","36.30","56.35","7.35","92.65","478"
"2017-2018","7","Arlington County","English:Reading","N","Grade 5","SOL","English Reading","798","934","126","1,732","1,858","42.95","50.27","6.78","93.22","484"
"2017-2018","7","Arlington County","English:Reading","N","Grade 6","SOL","English Reading","533","1,018","121","1,551","1,672","31.88","60.89","7.24","92.76","474"
"2017-2018","7","Arlington County","English:Reading","N","Grade 7","SOL","English Reading","508","1,083","144","1,591","1,735","29.28","62.42","8.30","91.70","469"
"2017-2018","7","Arlington County","English:Reading","N","Grade 8","SOL","English Reading","376","1,071","159","1,447","1,606","23.41","66.69","9.90","90.10","457"
"2017-2018","7","Arlington County","English:Reading","Y","Grade 3","SOL","English Reading","17","260","252","277","529","3.21","49.15","47.64","52.36","389"
"2017-2018","7","Arlington County","English:Reading","Y","Grade 4","SOL","English Reading","11","191","253","202","455","2.42","41.98","55.60","44.40","381"
"2017-2018","7","Arlington County","English:Reading","Y","Grade 5","SOL","English Reading","5","93","174","98","272","1.84","34.19","63.97","36.03","371"
"2017-2018","7","Arlington County","English:Reading","Y","Grade 6","SOL","English Reading","2","35","135","37","172","1.16","20.35","78.49","21.51","349"
"2017-2018","7","Arlington County","English:Reading","Y","Grade 7","SOL","English Reading","1","58","134","59","193",".52","30.05","69.43","30.57","365"
"2017-2018","7","Arlington County","English:Reading","Y","Grade 8","SOL","English Reading","2","27","143","29","172","1.16","15.70","83.14","16.86","344"
"2017-2018","8","Augusta County","English:Reading","N","Grade 3","SOL","English Reading","99","383","234","482","716","13.83","53.49","32.68","67.32","420"
"2017-2018","8","Augusta County","English:Reading","N","Grade 4","SOL","English Reading","108","447","167","555","722","14.96","61.91","23.13","76.87","432"
"2017-2018","8","Augusta County","English:Reading","N","Grade 5","SOL","English Reading","156","472","172","628","800","19.50","59.00","21.50","78.50","439"
"2017-2018","8","Augusta County","English:Reading","N","Grade 6","SOL","English Reading","132","488","156","620","776","17.01","62.89","20.10","79.90","442"
"2017-2018","8","Augusta County","English:Reading","N","Grade 7","SOL","English Reading","145","506","135","651","786","18.45","64.38","17.18","82.82","447"
"2017-2018","8","Augusta County","English:Reading","N","Grade 8","SOL","English Reading","71","538","184","609","793","8.95","67.84","23.20","76.80","427"
"2017-2018","8","Augusta County","English:Reading","Y","Grade 3","SOL","English Reading","0","10","10","10","20",".00","50.00","50.00","50.00","379"
"2017-2018","8","Augusta County","English:Reading","Y","Grade 4","SOL","English Reading","0","9","9","9","18",".00","50.00","50.00","50.00","389"
"2017-2018","8","Augusta County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","14","<","<",">50","<50","328"
"2017-2018","8","Augusta County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","352"
"2017-2018","8","Augusta County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","374"
"2017-2018","8","Augusta County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","9","Bath County","English:Reading","N","Grade 3","SOL","English Reading","4","22","14","26","40","10.00","55.00","35.00","65.00","401"
"2017-2018","9","Bath County","English:Reading","N","Grade 4","SOL","English Reading","8","23","7","31","38","21.05","60.53","18.42","81.58","442"
"2017-2018","9","Bath County","English:Reading","N","Grade 5","SOL","English Reading","7","23","9","30","39","17.95","58.97","23.08","76.92","439"
"2017-2018","9","Bath County","English:Reading","N","Grade 6","SOL","English Reading","9","23","2","32","34","26.47","67.65","5.88","94.12","465"
"2017-2018","9","Bath County","English:Reading","N","Grade 7","SOL","English Reading","4","24","10","28","38","10.53","63.16","26.32","73.68","434"
"2017-2018","9","Bath County","English:Reading","N","Grade 8","SOL","English Reading","2","33","7","35","42","4.76","78.57","16.67","83.33","429"
"2017-2018","10","Bedford County","English:Reading","N","Grade 3","SOL","English Reading","85","404","189","489","678","12.54","59.59","27.88","72.12","427"
"2017-2018","10","Bedford County","English:Reading","N","Grade 4","SOL","English Reading","113","423","141","536","677","16.69","62.48","20.83","79.17","440"
"2017-2018","10","Bedford County","English:Reading","N","Grade 5","SOL","English Reading","164","422","119","586","705","23.26","59.86","16.88","83.12","452"
"2017-2018","10","Bedford County","English:Reading","N","Grade 6","SOL","English Reading","137","464","140","601","741","18.49","62.62","18.89","81.11","445"
"2017-2018","10","Bedford County","English:Reading","N","Grade 7","SOL","English Reading","106","446","149","552","701","15.12","63.62","21.26","78.74","441"
"2017-2018","10","Bedford County","English:Reading","N","Grade 8","SOL","English Reading","71","524","132","595","727","9.77","72.08","18.16","81.84","435"
"2017-2018","10","Bedford County","English:Reading","Y","Grade 3","SOL","English Reading","0","7","5","7","12",".00","58.33","41.67","58.33","387"
"2017-2018","10","Bedford County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","390"
"2017-2018","10","Bedford County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","10","Bedford County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","10","Bedford County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","412"
"2017-2018","10","Bedford County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","11","Bland County","English:Reading","N","Grade 3","SOL","English Reading","6","26","14","32","46","13.04","56.52","30.43","69.57","429"
"2017-2018","11","Bland County","English:Reading","N","Grade 4","SOL","English Reading","9","35","11","44","55","16.36","63.64","20.00","80.00","436"
"2017-2018","11","Bland County","English:Reading","N","Grade 5","SOL","English Reading","18","27","12","45","57","31.58","47.37","21.05","78.95","448"
"2017-2018","11","Bland County","English:Reading","N","Grade 6","SOL","English Reading","10","30","5","40","45","22.22","66.67","11.11","88.89","461"
"2017-2018","11","Bland County","English:Reading","N","Grade 7","SOL","English Reading","9","49","8","58","66","13.64","74.24","12.12","87.88","449"
"2017-2018","11","Bland County","English:Reading","N","Grade 8","SOL","English Reading","4","45","8","49","57","7.02","78.95","14.04","85.96","434"
"2017-2018","12","Botetourt County","English:Reading","N","Grade 3","SOL","English Reading","58","187","71","245","316","18.35","59.18","22.47","77.53","442"
"2017-2018","12","Botetourt County","English:Reading","N","Grade 4","SOL","English Reading","61","199","37","260","297","20.54","67.00","12.46","87.54","455"
"2017-2018","12","Botetourt County","English:Reading","N","Grade 5","SOL","English Reading","86","197","46","283","329","26.14","59.88","13.98","86.02","458"
"2017-2018","12","Botetourt County","English:Reading","N","Grade 6","SOL","English Reading","81","236","38","317","355","22.82","66.48","10.70","89.30","456"
"2017-2018","12","Botetourt County","English:Reading","N","Grade 7","SOL","English Reading","69","238","46","307","353","19.55","67.42","13.03","86.97","452"
"2017-2018","12","Botetourt County","English:Reading","N","Grade 8","SOL","English Reading","52","278","53","330","383","13.58","72.58","13.84","86.16","445"
"2017-2018","12","Botetourt County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","10","<","<",">50","<50","362"
"2017-2018","12","Botetourt County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","357"
"2017-2018","12","Botetourt County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","12","Botetourt County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","12","Botetourt County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","362"
"2017-2018","12","Botetourt County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","102","Bristol City","English:Reading","N","Grade 3","SOL","English Reading","15","77","62","92","154","9.74","50.00","40.26","59.74","406"
"2017-2018","102","Bristol City","English:Reading","N","Grade 4","SOL","English Reading","30","93","44","123","167","17.96","55.69","26.35","73.65","435"
"2017-2018","102","Bristol City","English:Reading","N","Grade 5","SOL","English Reading","36","86","39","122","161","22.36","53.42","24.22","75.78","438"
"2017-2018","102","Bristol City","English:Reading","N","Grade 6","SOL","English Reading","24","94","41","118","159","15.09","59.12","25.79","74.21","428"
"2017-2018","102","Bristol City","English:Reading","N","Grade 7","SOL","English Reading","18","101","44","119","163","11.04","61.96","26.99","73.01","430"
"2017-2018","102","Bristol City","English:Reading","N","Grade 8","SOL","English Reading","13","103","56","116","172","7.56","59.88","32.56","67.44","418"
"2017-2018","102","Bristol City","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","102","Bristol City","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","102","Bristol City","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","102","Bristol City","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","102","Bristol City","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","13","Brunswick County","English:Reading","N","Grade 3","SOL","English Reading","5","43","81","48","129","3.88","33.33","62.79","37.21","367"
"2017-2018","13","Brunswick County","English:Reading","N","Grade 4","SOL","English Reading","10","55","59","65","124","8.06","44.35","47.58","52.42","391"
"2017-2018","13","Brunswick County","English:Reading","N","Grade 5","SOL","English Reading","10","53","34","63","97","10.31","54.64","35.05","64.95","423"
"2017-2018","13","Brunswick County","English:Reading","N","Grade 6","SOL","English Reading","3","68","33","71","104","2.88","65.38","31.73","68.27","413"
"2017-2018","13","Brunswick County","English:Reading","N","Grade 7","SOL","English Reading","10","75","28","85","113","8.85","66.37","24.78","75.22","423"
"2017-2018","13","Brunswick County","English:Reading","N","Grade 8","SOL","English Reading","8","64","44","72","116","6.90","55.17","37.93","62.07","413"
"2017-2018","13","Brunswick County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","386"
"2017-2018","13","Brunswick County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","13","Brunswick County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","13","Brunswick County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","13","Brunswick County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","14","Buchanan County","English:Reading","N","Grade 3","SOL","English Reading","24","123","60","147","207","11.59","59.42","28.99","71.01","422"
"2017-2018","14","Buchanan County","English:Reading","N","Grade 4","SOL","English Reading","31","104","63","135","198","15.66","52.53","31.82","68.18","425"
"2017-2018","14","Buchanan County","English:Reading","N","Grade 5","SOL","English Reading","29","114","43","143","186","15.59","61.29","23.12","76.88","436"
"2017-2018","14","Buchanan County","English:Reading","N","Grade 6","SOL","English Reading","25","142","53","167","220","11.36","64.55","24.09","75.91","433"
"2017-2018","14","Buchanan County","English:Reading","N","Grade 7","SOL","English Reading","23","133","40","156","196","11.73","67.86","20.41","79.59","438"
"2017-2018","14","Buchanan County","English:Reading","N","Grade 8","SOL","English Reading","12","134","69","146","215","5.58","62.33","32.09","67.91","419"
"2017-2018","15","Buckingham County","English:Reading","N","Grade 3","SOL","English Reading","11","72","85","83","168","6.55","42.86","50.60","49.40","385"
"2017-2018","15","Buckingham County","English:Reading","N","Grade 4","SOL","English Reading","17","76","79","93","172","9.88","44.19","45.93","54.07","398"
"2017-2018","15","Buckingham County","English:Reading","N","Grade 5","SOL","English Reading","19","78","75","97","172","11.05","45.35","43.60","56.40","408"
"2017-2018","15","Buckingham County","English:Reading","N","Grade 6","SOL","English Reading","16","75","47","91","138","11.59","54.35","34.06","65.94","421"
"2017-2018","15","Buckingham County","English:Reading","N","Grade 7","SOL","English Reading","21","100","29","121","150","14.00","66.67","19.33","80.67","437"
"2017-2018","15","Buckingham County","English:Reading","N","Grade 8","SOL","English Reading","7","74","48","81","129","5.43","57.36","37.21","62.79","410"
"2017-2018","103","Buena Vista City","English:Reading","N","Grade 3","SOL","English Reading","10","31","23","41","64","15.63","48.44","35.94","64.06","419"
"2017-2018","103","Buena Vista City","English:Reading","N","Grade 4","SOL","English Reading","12","38","8","50","58","20.69","65.52","13.79","86.21","447"
"2017-2018","103","Buena Vista City","English:Reading","N","Grade 5","SOL","English Reading","14","35","13","49","62","22.58","56.45","20.97","79.03","446"
"2017-2018","103","Buena Vista City","English:Reading","N","Grade 6","SOL","English Reading","2","29","27","31","58","3.45","50.00","46.55","53.45","401"
"2017-2018","103","Buena Vista City","English:Reading","N","Grade 7","SOL","English Reading","3","46","26","49","75","4.00","61.33","34.67","65.33","418"
"2017-2018","103","Buena Vista City","English:Reading","N","Grade 8","SOL","English Reading","5","54","14","59","73","6.85","73.97","19.18","80.82","435"
"2017-2018","103","Buena Vista City","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","103","Buena Vista City","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","16","Campbell County","English:Reading","N","Grade 3","SOL","English Reading","72","302","144","374","518","13.90","58.30","27.80","72.20","429"
"2017-2018","16","Campbell County","English:Reading","N","Grade 4","SOL","English Reading","99","329","167","428","595","16.64","55.29","28.07","71.93","431"
"2017-2018","16","Campbell County","English:Reading","N","Grade 5","SOL","English Reading","104","381","130","485","615","16.91","61.95","21.14","78.86","442"
"2017-2018","16","Campbell County","English:Reading","N","Grade 6","SOL","English Reading","91","389","104","480","584","15.58","66.61","17.81","82.19","443"
"2017-2018","16","Campbell County","English:Reading","N","Grade 7","SOL","English Reading","65","396","86","461","547","11.88","72.39","15.72","84.28","443"
"2017-2018","16","Campbell County","English:Reading","N","Grade 8","SOL","English Reading","50","448","144","498","642","7.79","69.78","22.43","77.57","429"
"2017-2018","16","Campbell County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","15","<","<",">50","<50","371"
"2017-2018","16","Campbell County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","10","<","<",">50","<50","373"
"2017-2018","16","Campbell County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","354"
"2017-2018","16","Campbell County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","16","Campbell County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","393"
"2017-2018","16","Campbell County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","17","Caroline County","English:Reading","N","Grade 3","SOL","English Reading","70","176","74","246","320","21.88","55.00","23.13","76.88","445"
"2017-2018","17","Caroline County","English:Reading","N","Grade 4","SOL","English Reading","34","188","95","222","317","10.73","59.31","29.97","70.03","422"
"2017-2018","17","Caroline County","English:Reading","N","Grade 5","SOL","English Reading","50","184","82","234","316","15.82","58.23","25.95","74.05","431"
"2017-2018","17","Caroline County","English:Reading","N","Grade 6","SOL","English Reading","24","185","97","209","306","7.84","60.46","31.70","68.30","416"
"2017-2018","17","Caroline County","English:Reading","N","Grade 7","SOL","English Reading","34","190","82","224","306","11.11","62.09","26.80","73.20","430"
"2017-2018","17","Caroline County","English:Reading","N","Grade 8","SOL","English Reading","21","166","112","187","299","7.02","55.52","37.46","62.54","409"
"2017-2018","17","Caroline County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","10","<","<",">50","<50","379"
"2017-2018","17","Caroline County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","392"
"2017-2018","17","Caroline County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","17","Caroline County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","336"
"2017-2018","17","Caroline County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","17","Caroline County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","365"
"2017-2018","18","Carroll County","English:Reading","N","Grade 3","SOL","English Reading","43","175","58","218","276","15.58","63.41","21.01","78.99","440"
"2017-2018","18","Carroll County","English:Reading","N","Grade 4","SOL","English Reading","49","167","54","216","270","18.15","61.85","20.00","80.00","440"
"2017-2018","18","Carroll County","English:Reading","N","Grade 5","SOL","English Reading","42","163","64","205","269","15.61","60.59","23.79","76.21","435"
"2017-2018","18","Carroll County","English:Reading","N","Grade 6","SOL","English Reading","39","204","32","243","275","14.18","74.18","11.64","88.36","448"
"2017-2018","18","Carroll County","English:Reading","N","Grade 7","SOL","English Reading","48","198","58","246","304","15.79","65.13","19.08","80.92","444"
"2017-2018","18","Carroll County","English:Reading","N","Grade 8","SOL","English Reading","17","174","76","191","267","6.37","65.17","28.46","71.54","421"
"2017-2018","18","Carroll County","English:Reading","Y","Grade 3","SOL","English Reading","0","10","3","10","13",".00","76.92","23.08","76.92","402"
"2017-2018","18","Carroll County","English:Reading","Y","Grade 4","SOL","English Reading","1","13","3","14","17","5.88","76.47","17.65","82.35","430"
"2017-2018","18","Carroll County","English:Reading","Y","Grade 5","SOL","English Reading","0","10","3","10","13",".00","76.92","23.08","76.92","409"
"2017-2018","18","Carroll County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","18","Carroll County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","18","Carroll County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","19","Charles City County","English:Reading","N","Grade 3","SOL","English Reading","6","19","18","25","43","13.95","44.19","41.86","58.14","404"
"2017-2018","19","Charles City County","English:Reading","N","Grade 4","SOL","English Reading","1","18","18","19","37","2.70","48.65","48.65","51.35","396"
"2017-2018","19","Charles City County","English:Reading","N","Grade 5","SOL","English Reading","6","24","7","30","37","16.22","64.86","18.92","81.08","441"
"2017-2018","19","Charles City County","English:Reading","N","Grade 6","SOL","English Reading","4","41","9","45","54","7.41","75.93","16.67","83.33","432"
"2017-2018","19","Charles City County","English:Reading","N","Grade 7","SOL","English Reading","5","34","18","39","57","8.77","59.65","31.58","68.42","427"
"2017-2018","19","Charles City County","English:Reading","N","Grade 8","SOL","English Reading","2","20","13","22","35","5.71","57.14","37.14","62.86","414"
"2017-2018","19","Charles City County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","19","Charles City County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","20","Charlotte County","English:Reading","N","Grade 3","SOL","English Reading","20","85","32","105","137","14.60","62.04","23.36","76.64","435"
"2017-2018","20","Charlotte County","English:Reading","N","Grade 4","SOL","English Reading","34","76","27","110","137","24.82","55.47","19.71","80.29","446"
"2017-2018","20","Charlotte County","English:Reading","N","Grade 5","SOL","English Reading","29","75","18","104","122","23.77","61.48","14.75","85.25","458"
"2017-2018","20","Charlotte County","English:Reading","N","Grade 6","SOL","English Reading","22","85","37","107","144","15.28","59.03","25.69","74.31","434"
"2017-2018","20","Charlotte County","English:Reading","N","Grade 7","SOL","English Reading","18","89","40","107","147","12.24","60.54","27.21","72.79","433"
"2017-2018","20","Charlotte County","English:Reading","N","Grade 8","SOL","English Reading","12","109","38","121","159","7.55","68.55","23.90","76.10","425"
"2017-2018","20","Charlotte County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","104","Charlottesville City","English:Reading","N","Grade 3","SOL","English Reading","70","141","110","211","321","21.81","43.93","34.27","65.73","424"
"2017-2018","104","Charlottesville City","English:Reading","N","Grade 4","SOL","English Reading","92","181","89","273","362","25.41","50.00","24.59","75.41","441"
"2017-2018","104","Charlottesville City","English:Reading","N","Grade 5","SOL","English Reading","70","119","102","189","291","24.05","40.89","35.05","64.95","433"
"2017-2018","104","Charlottesville City","English:Reading","N","Grade 6","SOL","English Reading","38","164","56","202","258","14.73","63.57","21.71","78.29","436"
"2017-2018","104","Charlottesville City","English:Reading","N","Grade 7","SOL","English Reading","47","144","54","191","245","19.18","58.78","22.04","77.96","439"
"2017-2018","104","Charlottesville City","English:Reading","N","Grade 8","SOL","English Reading","44","108","74","152","226","19.47","47.79","32.74","67.26","424"
"2017-2018","104","Charlottesville City","English:Reading","Y","Grade 3","SOL","English Reading","2","15","25","17","42","4.76","35.71","59.52","40.48","384"
"2017-2018","104","Charlottesville City","English:Reading","Y","Grade 4","SOL","English Reading","0","17","22","17","39",".00","43.59","56.41","43.59","381"
"2017-2018","104","Charlottesville City","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","19","<","<",">50","<50","318"
"2017-2018","104","Charlottesville City","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","12","<","<",">50","<50","327"
"2017-2018","104","Charlottesville City","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","14","<","<",">50","<50","325"
"2017-2018","104","Charlottesville City","English:Reading","Y","Grade 8","SOL","English Reading","0","5","16","5","21",".00","23.81","76.19","23.81","324"
"2017-2018","136","Chesapeake City","English:Reading","N","Grade 3","SOL","English Reading","546","1,644","649","2,190","2,839","19.23","57.91","22.86","77.14","439"
"2017-2018","136","Chesapeake City","English:Reading","N","Grade 4","SOL","English Reading","548","1,701","585","2,249","2,834","19.34","60.02","20.64","79.36","443"
"2017-2018","136","Chesapeake City","English:Reading","N","Grade 5","SOL","English Reading","725","1,732","552","2,457","3,009","24.09","57.56","18.34","81.66","447"
"2017-2018","136","Chesapeake City","English:Reading","N","Grade 6","SOL","English Reading","519","2,058","542","2,577","3,119","16.64","65.98","17.38","82.62","444"
"2017-2018","136","Chesapeake City","English:Reading","N","Grade 7","SOL","English Reading","562","2,105","397","2,667","3,064","18.34","68.70","12.96","87.04","451"
"2017-2018","136","Chesapeake City","English:Reading","N","Grade 8","SOL","English Reading","366","2,241","547","2,607","3,154","11.60","71.05","17.34","82.66","439"
